doc_type	doc_id	num	date_str	description	url_metadata	lang	url_pdf
lk_hansard_2020s	2025-03-19-2025-03-19	2025-03-19	2025-03-19	Hansard of March 19, 2025	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1748499233099643.pdf
lk_hansard_2020s	2025-03-18-2025-03-18	2025-03-18	2025-03-18	Hansard of March 18, 2025	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1745915246032615.pdf
lk_hansard_2020s	2025-03-17-2025-03-17	2025-03-17	2025-03-17	Hansard of March 17, 2025	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1745486934006324.pdf
lk_hansard_2020s	2025-03-15-2025-03-15	2025-03-15	2025-03-15	Hansard of March 15, 2025	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1745317151078324.pdf
lk_hansard_2020s	2025-03-14-2025-03-14	2025-03-14	2025-03-14	Hansard of March 14, 2025	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1744281136023320.pdf
lk_hansard_2020s	2025-03-12-2025-03-12	2025-03-12	2025-03-12	Hansard of March 12, 2025	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1744106534050382.pdf
lk_hansard_2020s	2025-03-11-2025-03-11	2025-03-11	2025-03-11	Hansard of March 11, 2025	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1743759139093629.pdf
lk_hansard_2020s	2025-03-10-2025-03-10	2025-03-10	2025-03-10	Hansard of March 10, 2025	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1743651953052186.pdf
lk_hansard_2020s	2025-03-08-2025-03-08	2025-03-08	2025-03-08	Hansard of March 08, 2025	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1743142289059261.pdf
lk_hansard_2020s	2025-03-07-2025-03-07	2025-03-07	2025-03-07	Hansard of March 07, 2025	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1743066559006904.pdf
lk_hansard_2020s	2025-03-06-2025-03-06	2025-03-06	2025-03-06	Hansard of March 06, 2025	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1742798688089503.pdf
lk_hansard_2020s	2025-03-05-2025-03-05	2025-03-05	2025-03-05	Hansard of March 05, 2025	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1742473561091594.pdf
lk_hansard_2020s	2025-03-04-2025-03-04	2025-03-04	2025-03-04	Hansard of March 04, 2025	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1742359468086980.pdf
lk_hansard_2020s	2025-03-03-2025-03-03	2025-03-03	2025-03-03	Hansard of March 03, 2025	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1742268353096939.pdf
lk_hansard_2020s	2025-03-01-2025-03-01	2025-03-01	2025-03-01	Hansard of March 01, 2025	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1741955797040395.pdf
lk_hansard_2020s	2025-02-28-2025-02-28	2025-02-28	2025-02-28	Hansard of February 28, 2025	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1741927369029372.pdf
lk_hansard_2020s	2025-02-27-2025-02-27	2025-02-27	2025-02-27	Hansard of February 27, 2025	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1741437399068186.pdf
lk_hansard_2020s	2025-02-25-2025-02-25	2025-02-25	2025-02-25	Hansard of February 25, 2025	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1741258607035810.pdf
lk_hansard_2020s	2025-02-24-2025-02-24	2025-02-24	2025-02-24	Hansard of February 24, 2025	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1741236032093385.pdf
lk_hansard_2020s	2025-02-22-2025-02-22	2025-02-22	2025-02-22	Hansard of February 22, 2025	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1741001658041256.pdf
lk_hansard_2020s	2025-02-21-2025-02-21	2025-02-21	2025-02-21	Hansard of February 21, 2025	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1740809173064396.pdf
lk_hansard_2020s	2025-02-20-2025-02-20	2025-02-20	2025-02-20	Hansard of February 20, 2025	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1740657427093848.pdf
lk_hansard_2020s	2025-02-19-2025-02-19	2025-02-19	2025-02-19	Hansard of February 19, 2025	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1740397565032971.pdf
lk_hansard_2020s	2025-02-18-2025-02-18	2025-02-18	2025-02-18	Hansard of February 18, 2025	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1740219460090985.pdf
lk_hansard_2020s	2025-02-17-2025-02-17	2025-02-17	2025-02-17	Hansard of February 17, 2025	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1740119376022420.pdf
lk_hansard_2020s	2025-02-14-2025-02-14	2025-02-14	2025-02-14	Hansard of February 14, 2025	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1739959022084634.pdf
lk_hansard_2020s	2025-02-07-2025-02-07	2025-02-07	2025-02-07	Hansard of February 07, 2025	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1739786070060795.pdf
lk_hansard_2020s	2025-02-06-2025-02-06	2025-02-06	2025-02-06	Hansard of February 06, 2025	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1739271735020022.pdf
lk_hansard_2020s	2025-02-05-2025-02-05	2025-02-05	2025-02-05	Hansard of February 05, 2025	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1739175806099814.pdf
lk_hansard_2020s	2025-01-24-2025-01-24	2025-01-24	2025-01-24	Hansard of January 24, 2025	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1738563571096592.pdf
lk_hansard_2020s	2025-01-23-2025-01-23	2025-01-23	2025-01-23	Hansard of January 23, 2025	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1738314169039521.pdf
lk_hansard_2020s	2025-01-22-2025-01-22	2025-01-22	2025-01-22	Hansard of January 22, 2025	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1739261035021938.pdf
lk_hansard_2020s	2025-01-21-2025-01-21	2025-01-21	2025-01-21	Hansard of January 21, 2025	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1737707091008005.pdf
lk_hansard_2020s	2025-01-10-2025-01-10	2025-01-10	2025-01-10	Hansard of January 10, 2025	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1737366385042716.pdf
lk_hansard_2020s	2025-01-09-2025-01-09	2025-01-09	2025-01-09	Hansard of January 09, 2025	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1738229262040729.pdf
lk_hansard_2020s	2025-01-08-2025-01-08	2025-01-08	2025-01-08	Hansard of January 08, 2025	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1737023464031571.pdf
lk_hansard_2020s	2025-01-07-2025-01-07	2025-01-07	2025-01-07	Hansard of January 07, 2025	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1736487038022510.pdf
lk_hansard_2020s	2024-12-18-2024-12-18	2024-12-18	2024-12-18	Hansard of December 18, 2024	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1735286612086554.pdf
lk_hansard_2020s	2024-12-17-2024-12-17	2024-12-17	2024-12-17	Hansard of December 17, 2024	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1734685396083959.pdf
lk_hansard_2020s	2024-12-06-2024-12-06	2024-12-06	2024-12-06	Hansard of December 06, 2024	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1734424725051921.pdf
lk_hansard_2020s	2024-12-05-2024-12-05	2024-12-05	2024-12-05	Hansard of December 05, 2024	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1734081038099638.pdf
lk_hansard_2020s	2024-12-04-2024-12-04	2024-12-04	2024-12-04	Hansard of December 04, 2024	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1733893521018713.pdf
lk_hansard_2020s	2024-12-03-2024-12-03	2024-12-03	2024-12-03	Hansard of December 03, 2024	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1733459564028450.pdf
lk_hansard_2020s	2024-11-21-2024-11-21	2024-11-21	2024-11-21	Hansard of November 21, 2024	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1733129733009213.pdf
lk_hansard_2020s	2024-09-04-2024-09-04	2024-09-04	2024-09-04	Hansard of September 04, 2024	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1726136307029282.pdf
lk_hansard_2020s	2024-09-03-2024-09-03	2024-09-03	2024-09-03	Hansard of September 03, 2024	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1725872549048050.pdf
lk_hansard_2020s	2024-08-21-2024-08-21	2024-08-21	2024-08-21	Hansard of August 21, 2024	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1724667241009674.pdf
lk_hansard_2020s	2024-08-09-2024-08-09	2024-08-09	2024-08-09	Hansard of August 09, 2024	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1723799603056387.pdf
lk_hansard_2020s	2024-08-08-2024-08-08	2024-08-08	2024-08-08	Hansard of August 08, 2024	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1723699436081013.pdf
lk_hansard_2020s	2024-08-07-2024-08-07	2024-08-07	2024-08-07	Hansard of August 07, 2024	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1723527507075483.pdf
lk_hansard_2020s	2024-08-06-2024-08-06	2024-08-06	2024-08-06	Hansard of August 06, 2024	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1723192998036558.pdf
lk_hansard_2020s	2024-07-26-2024-07-26	2024-07-26	2024-07-26	Hansard of July 26, 2024	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1722854595016174.pdf
lk_hansard_2020s	2024-07-25-2024-07-25	2024-07-25	2024-07-25	Hansard of July 25, 2024	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1722840995013814.pdf
lk_hansard_2020s	2024-07-24-2024-07-24	2024-07-24	2024-07-24	Hansard of July 24, 2024	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1722522688084421.pdf
lk_hansard_2020s	2024-07-23-2024-07-23	2024-07-23	2024-07-23	Hansard of July 23, 2024	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1722328607041639.pdf
lk_hansard_2020s	2024-07-12-2024-07-12	2024-07-12	2024-07-12	Hansard of July 12, 2024	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1721891520065325.pdf
lk_hansard_2020s	2024-07-11-2024-07-11	2024-07-11	2024-07-11	Hansard of July 11, 2024	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1721730339072055.pdf
lk_hansard_2020s	2024-07-10-2024-07-10	2024-07-10	2024-07-10	Hansard of July 10, 2024	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1721291388064333.pdf
lk_hansard_2020s	2024-07-09-2024-07-09	2024-07-09	2024-07-09	Hansard of July 09, 2024	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1721119767050253.pdf
lk_hansard_2020s	2024-07-02-2024-07-02	2024-07-02	2024-07-02	Hansard of July 02, 2024	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1720431530025250.pdf
lk_hansard_2020s	2024-06-20-2024-06-20	2024-06-20	2024-06-20	Hansard of June 20, 2024	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1720176847036370.pdf
lk_hansard_2020s	2024-06-19-2024-06-19	2024-06-19	2024-06-19	Hansard of June 19, 2024	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1729671376076031.pdf
lk_hansard_2020s	2024-06-18-2024-06-18	2024-06-18	2024-06-18	Hansard of June 18, 2024	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1719396297026187.pdf
lk_hansard_2020s	2024-06-07-2024-06-07	2024-06-07	2024-06-07	Hansard of June 07, 2024	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1718876949082647.pdf
lk_hansard_2020s	2024-06-06-2024-06-06	2024-06-06	2024-06-06	Hansard of June 06, 2024	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1718711953038230.pdf
lk_hansard_2020s	2024-06-05-2024-06-05	2024-06-05	2024-06-05	Hansard of June 05, 2024	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1718094227094032.pdf
lk_hansard_2020s	2024-06-04-2024-06-04	2024-06-04	2024-06-04	Hansard of June 04, 2024	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1717677298043482.pdf
lk_hansard_2020s	2024-05-22-2024-05-22	2024-05-22	2024-05-22	Hansard of May 22, 2024	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1717403469097841.pdf
lk_hansard_2020s	2024-05-14-2024-05-14	2024-05-14	2024-05-14	Hansard of May 14, 2024	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1717048555081622.pdf
lk_hansard_2020s	2024-05-13-2024-05-13	2024-05-13	2024-05-13	Hansard of May 13, 2024	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1716872095022924.pdf
lk_hansard_2020s	2024-05-10-2024-05-10	2024-05-10	2024-05-10	Hansard of May 10, 2024	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1716282114046319.pdf
lk_hansard_2020s	2024-05-09-2024-05-09	2024-05-09	2024-05-09	Hansard of May 09, 2024	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1715935641071143.pdf
lk_hansard_2020s	2024-05-08-2024-05-08	2024-05-08	2024-05-08	Hansard of May 08, 2024	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1715835236035331.pdf
lk_hansard_2020s	2024-05-07-2024-05-07	2024-05-07	2024-05-07	Hansard of May 07, 2024	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1715319485064955.pdf
lk_hansard_2020s	2024-04-26-2024-04-26	2024-04-26	2024-04-26	Hansard of April 26, 2024	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1715142467086754.pdf
lk_hansard_2020s	2024-04-25-2024-04-25	2024-04-25	2024-04-25	Hansard of April 25, 2024	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1714966049050064.pdf
lk_hansard_2020s	2024-04-24-2024-04-24	2024-04-24	2024-04-24	Hansard of April 24, 2024	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1715056751026517.pdf
lk_hansard_2020s	2024-04-02-2024-04-02	2024-04-02	2024-04-02	Hansard of April 02, 2024	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1714454644058750.pdf
lk_hansard_2020s	2024-04-01-2024-04-01	2024-04-01	2024-04-01	Hansard of April 01, 2024	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1714127406085495.pdf
lk_hansard_2020s	2024-03-22-2024-03-22	2024-03-22	2024-03-22	Hansard of March 22, 2024	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1713939156050684.pdf
lk_hansard_2020s	2024-03-21-2024-03-21	2024-03-21	2024-03-21	Hansard of March 21, 2024	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1713522998068871.pdf
lk_hansard_2020s	2024-03-20-2024-03-20	2024-03-20	2024-03-20	Hansard of March 20, 2024	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1712745982022161.pdf
lk_hansard_2020s	2024-03-19-2024-03-19	2024-03-19	2024-03-19	Hansard of March 19, 2024	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1712654406078311.pdf
lk_hansard_2020s	2024-03-07-2024-03-07	2024-03-07	2024-03-07	Hansard of March 07, 2024	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1712313502078241.pdf
lk_hansard_2020s	2024-03-06-2024-03-06	2024-03-06	2024-03-06	Hansard of March 06, 2024	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1712226626048378.pdf
lk_hansard_2020s	2024-03-05-2024-03-05	2024-03-05	2024-03-05	Hansard of March 05, 2024	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1712028622086380.pdf
lk_hansard_2020s	2024-02-22-2024-02-22	2024-02-22	2024-02-22	Hansard of February 22, 2024	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1711536075022920.pdf
lk_hansard_2020s	2024-02-21-2024-02-21	2024-02-21	2024-02-21	Hansard of February 21, 2024	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1711444651040085.pdf
lk_hansard_2020s	2024-02-20-2024-02-20	2024-02-20	2024-02-20	Hansard of February 20, 2024	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1711352754044257.pdf
lk_hansard_2020s	2024-02-09-2024-02-09	2024-02-09	2024-02-09	Hansard of February 09, 2024	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1710928762052246.pdf
lk_hansard_2020s	2024-02-08-2024-02-08	2024-02-08	2024-02-08	Hansard of February 08, 2024	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1710841038056859.pdf
lk_hansard_2020s	2024-02-07-2024-02-07	2024-02-07	2024-02-07	Hansard of February 07, 2024	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1710996369012066.pdf
lk_hansard_2020s	2024-01-24-2024-01-24	2024-01-24	2024-01-24	Hansard of January 24, 2024	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1710740618097288.pdf
lk_hansard_2020s	2024-01-23-2024-01-23	2024-01-23	2024-01-23	Hansard of January 23, 2024	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1710309151033998.pdf
lk_hansard_2020s	2024-01-12-2024-01-12	2024-01-12	2024-01-12	Hansard of January 12, 2024	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1710490846036379.pdf
lk_hansard_2020s	2024-01-11-2024-01-11	2024-01-11	2024-01-11	Hansard of January 11, 2024	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1710312236003902.pdf
lk_hansard_2020s	2024-01-10-2024-01-10	2024-01-10	2024-01-10	Hansard of January 10, 2024	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1710218464098683.pdf
lk_hansard_2020s	2024-01-09-2024-01-09	2024-01-09	2024-01-09	Hansard of January 09, 2024	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1709800251014318.pdf
lk_hansard_2020s	2023-12-13-2023-12-13	2023-12-13	2023-12-13	Hansard of December 13, 2023	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1709274091044971.pdf
lk_hansard_2020s	2023-12-12-2023-12-12	2023-12-12	2023-12-12	Hansard of December 12, 2023	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1709099289047167.pdf
lk_hansard_2020s	2023-12-11-2023-12-11	2023-12-11	2023-12-11	Hansard of December 11, 2023	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1708503690056452.pdf
lk_hansard_2020s	2023-12-10-2023-12-10	2023-12-10	2023-12-10	Hansard of December 10, 2023	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1708335559034254.pdf
lk_hansard_2020s	2023-12-09-2023-12-09	2023-12-09	2023-12-09	Hansard of December 09, 2023	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1708079628029292.pdf
lk_hansard_2020s	2023-12-08-2023-12-08	2023-12-08	2023-12-08	Hansard of December 08, 2023	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1707971031060595.pdf
lk_hansard_2020s	2023-12-07-2023-12-07	2023-12-07	2023-12-07	Hansard of December 07, 2023	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1708320215036424.pdf
lk_hansard_2020s	2023-12-06-2023-12-06	2023-12-06	2023-12-06	Hansard of December 06, 2023	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1708402685082282.pdf
lk_hansard_2020s	2023-12-05-2023-12-05	2023-12-05	2023-12-05	Hansard of December 05, 2023	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1707125664066208.pdf
lk_hansard_2020s	2023-12-04-2023-12-04	2023-12-04	2023-12-04	Hansard of December 04, 2023	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1706691624084853.pdf
lk_hansard_2020s	2023-12-02-2023-12-02	2023-12-02	2023-12-02	Hansard of December 02, 2023	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1706259286008569.pdf
lk_hansard_2020s	2023-12-01-2023-12-01	2023-12-01	2023-12-01	Hansard of December 01, 2023	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1706862196052697.pdf
lk_hansard_2020s	2023-11-30-2023-11-30	2023-11-30	2023-11-30	Hansard of November 30, 2023	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1706760538046560.pdf
lk_hansard_2020s	2023-11-29-2023-11-29	2023-11-29	2023-11-29	Hansard of November 29, 2023	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1705471496092566.pdf
lk_hansard_2020s	2023-11-28-2023-11-28	2023-11-28	2023-11-28	Hansard of November 28, 2023	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1704962255032907.pdf
lk_hansard_2020s	2023-11-27-2023-11-27	2023-11-27	2023-11-27	Hansard of November 27, 2023	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1704776740046940.pdf
lk_hansard_2020s	2023-11-25-2023-11-25	2023-11-25	2023-11-25	Hansard of November 25, 2023	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1704345652008449.pdf
lk_hansard_2020s	2023-11-24-2023-11-24	2023-11-24	2023-11-24	Hansard of November 24, 2023	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1704185955035584.pdf
lk_hansard_2020s	2023-11-23-2023-11-23	2023-11-23	2023-11-23	Hansard of November 23, 2023	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1702978109007545.pdf
lk_hansard_2020s	2023-11-22-2023-11-22	2023-11-22	2023-11-22	Hansard of November 22, 2023	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1704260841006732.pdf
lk_hansard_2020s	2023-11-21-2023-11-21	2023-11-21	2023-11-21	Hansard of November 21, 2023	https://www.parliament.lk/en/business-of-parliament/hansards	si-ta-en	https://www.parliament.lk/uploads/documents/hansard/1703050345075869.pdf
